Job Title,Company,Location,Salary,Posting Date,Summary
Trainee - Data Analyst,C-MOTS Internet Technologies Pvt. Ltd,"Mylapore, Chennai, Tamil Nadu","Use statistical methods to analyze data.
Work with departmental managers to outline the specific data needs.
Bachelor’s Degree in Commerce or Finance.",, ongoing
Data Analyst,Dolluz Corporation Private Limited,"Chennai, Tamil Nadu","Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.
Proven experience as data manager.",,erActive 5 days ago
newDigital Forensics Analyst (Junior),FENG GROUP,"Chennai, Tamil Nadu","Assist seniors in highly sensitive or confidential data or images;
The ability to identify patterns or trends across large amounts of data.",,4 days ago
newData Analyst,Falcon Smart IT,"Chennai, Tamil Nadu","Job Type : Fixed term contract.
Advanced excel and macros.
Data Analysis - mainly ERP download reports in inventory.",,Today
Market Analyst,GK POWER EXPERTISE PVT LTD,"Chennai, Tamil Nadu","_Excel at online research; possess knowledge of data providers online_.
_Identify and manage data cleansing process of Accounts and Contacts in CRM_.",,erActive 1 day ago
Data Processing Analyst - Tech SO,NielsenIQ,"Chennai, Tamil Nadu",Acts as point-of contact between Stat Ops Operations and internal client services / clients to manage E2E operational queries and support to clients.,,30+ days ago
newMedical Billing Service RCM Senior Analyst - Work From Home,Vericle,"Remote in Chengalpattu, Chennai, Tamil Nadu+1 location","Hands on experience with data analysis and data classification.
Collect process error data, analyze it, categorize it, and report.",,5 days ago
Senior Data Analyst,LIFO Technologies,"Remote in Chennai, Tamil Nadu","Experience of working in Data & Cloud;
Excellent communication skills and experience in Manufacturing or Life Sciences is a plus;",,erActive 1 day ago
Hiring for System Analyst & Data Analyst with Design,Falcon unitec power systems pvt.ltd,"Aminjikkarai, Chennai, Tamil Nadu","Female candidates can apply for this post.
Working with Database Management,Web server Management,Mobile app development, Web Hosting.",,erActive 3 days ago
Junior Business Analyst,Cloud KAT India Pvt Ltd,"Remote in Sholinganallur, Chennai, Tamil Nadu","The focus of this position is to work closely with the client to gain an in-depth understanding of the customer’s business strategy, processes, services, and…",,erActive 8 days ago
PySpark-Business Analyst,Wipro Limited,"Chennai, Tamil Nadu","You are expected to elicit and detail the client requirements via industry standard analysis techniques such as data flow modeling, case analysis, workflow…",,28 days ago
Reporting Analyst,NielsenIQ,"Chennai, Tamil Nadu","Manipulate the extracted data in SQL, Excel Macros, .
You strive to understand the logic behind the data and you seek improvement in your work.",,30+ days ago
Data Analytics,ProGrad,"Temporarily Remote in Chennai, Tamil Nadu","LatentView Analytics is a leading global analytics and decision sciences provider, delivering solutions that help companies drive digital transformation and use…",,erActive 9 days ago
Power BI Developer,Apps Business IT Solutions Pvt.Ltd,"Chennai, Tamil Nadu","Connecting to data sources, importing data and transforming data for Business Intelligence.
Expertise in using advance level calculations on the data set.",,erActive 1 day ago
Power BI Developer,Cittabase Solutions,"Chennai, Tamil Nadu","Connecting data sources, importing data, and transforming data for Business intelligence.
Analytical thinking for translating data into informative reports and…",,erActive 1 day ago
Data Analyst,Applied Data Finance,"Chennai, Tamil Nadu","Involves in report curation and data modeling.
Interprets data and turns it into analytical reports which can offer ways to improve a business, thus affecting…",,30+ days ago
Data Analyst,Moving walls India Pvt ltd,"Chennai, Tamil Nadu",Conduct deep dives into data trends and potential data irregularities using advanced analytics and statistical methods.,,30+ days ago
newBusiness Analyst,Kartoffel Technologies,"Chennai, Tamil Nadu","Implement Beta test, analyse metrics and data.
Our areas of expertise would be website development, mobile app development, game development, digital marketing,…",,erActive 3 days ago
Business Analyst (Information Technology),Kat Enterprise LLC,"Remote in Chennai, Tamil Nadu","The focus of this position is to work closely with the client to gain an in-depth understanding of the customer’s business strategy, processes, services, and…",,erActive 3 days ago
Bioinformatics Analyst,Kyvor Genomics Pvt Ltd,"Chennai, Tamil Nadu","Your day to day activities will cover a large array of tasks including QC, analysis and interpretation of Whole Exome data, panel data, RNA seq data, defining…",,erActive 3 days ago
Data Processing Analyst-OMNI Sales,NielsenIQ,"Chennai, Tamil Nadu","The Omni data analyst plays a vital role in delivering the core content feeding our Omni products.
As an Omni data analyst, you will validate output back from…",,30+ days ago
Junior Data Analyst,GrepTech Solutions,"Remote in Chennai, Tamil Nadu","To analyse Data and prepare reports with MS-Excel.
Take decisions based on the Hourly/Alarm reports.
Full Training will be provided.",,erActive 6 days ago
Senior Data Analyst - Product Analytics,Freshworks,"Chennai, Tamil Nadu",Filter and cleanse unstructured (or ambiguous) data into usable data sets that can be analyzed to extract insights and improve business processes.,,30+ days ago
Business Analyst,All Risk Management Solutions & Services Pvt Ltd,"Chennai, Tamil Nadu","Translating requirements into deliverables such as functional specifications, user cases, user stories, workflow diagrams, data flow diagrams.",,erActive 2 days ago
Senior Data Processing Analyst-OMNI,NielsenIQ,"Chennai, Tamil Nadu",Responsible for the timely provision of data in the highest quality according to the agreed service level and requirements.,,30+ days ago
Hiring Analysts/associates For BPO Non Voice Process,Newel Data Solutions,"Guindy, Chennai, Tamil Nadu","Immediate Opening for Analysts/associate (LPO) @ Newel Data Solutions, Chennai.
The should have prior experience in Litigation support.",,erActive 2 days ago
Senior Data Processing Analyst - RDDS FTD,NielsenIQ,"Chennai, Tamil Nadu","Experience working with data, databases, and/or market research reporting.
Bachelors degree or equivalent ideally in a data focused or computer science…",,30+ days ago
Business Intelligence Analyst,Cittabase Solutions Pvt Ltd,"Chennai, Tamil Nadu","Able to deal with heterogeneous data sources/destinations (Like different RDBS systems, Flat files, spreadsheets) to extract/load data.",,erActive 3 days ago
Data Analyst,vijiksha technologies pvt ltd,"Chennai, Tamil Nadu","We are hiring for data analyst.
§ Solid knowledge of data management principles.
§ Experience of data quality control techniques is an advantage.",,erActive 5 days ago
Business Analyst ***Urgently Hiring***,Ninos IT Solution Pvt Ltd,"Chennai, Tamil Nadu","· Collection of Data from different stakeholders and documenting the data.*.
We are looking for a Business Analyst who will be the vital link between our…",,erActive 3 days ago
Genome Research Analyst,Kyvor Genomics Pvt Ltd,"Chennai, Tamil Nadu","Understand and curate data from research articles to build biomarkers database for somatic variations.
Interpret sequence variation and biomarkers based on…",,erActive 8 days ago
Business Analyst – Plan to Produce (PP),Blue Silicon Infotech,"Chennai, Tamil Nadu","Perform data analysis, mapping, and transformation, both as a part of system conversion / cut-over activities and routine operation of software systems.",,erActive 2 days ago
Senior Data Processing Analyst - RDDS BAU,NielsenIQ,"Chennai, Tamil Nadu","Through deep client process and RDDS platform knowledge, this position is responsible for the on time and accurate delivery of assigned client deliverables ,…",,30+ days ago
Senior Data Analyst,Poshmark,"Chennai, Tamil Nadu","Perform extensive QA to ensure the quality and integrity of data.
Understanding of data modelling concept and partnering on building new DW tables.",,30+ days ago
Data Analyst non tech,Appasamy Associates,"Chennai, Tamil Nadu","*who can speak hindi & tamil both.*.
Job Types: Full-time, Regular / Permanent.",, ongoing
Senior Data Processing Analyst-Tech SO,NielsenIQ,"Chennai, Tamil Nadu",Acts as point-of contact between Stat Ops Operations and internal client services / clients to manage E2E operational queries and support to clients.,,30+ days ago
newSenior Data Analyst,AQGROMALIN FARMTECH SERVICES PRIVATE LIMITED,"Chennai, Tamil Nadu","5-7 years of experience in data analysis using multiple data analytics tools/dashboards.
Analyse data from multiple streams within the organisation.",,7 days ago
Senior Data Processing Analyst-RE,NielsenIQ,"Chennai, Tamil Nadu","Your role will be working closely with the US Data Transformation team on sourcing machine learning models, assisting with the design of data science solutions…",,30+ days ago
Junior Business Analyst,Applied Data Finance,"Chennai, Tamil Nadu","Its India office at Chennai (ADF Data Science Pvt .Ltd.) has 480 (+ and growing) employees, comprising functions, such as Data Science, Product Engineering and…",,30+ days ago
newData Modeling Analyst (Senior),FENG GROUP,"Chennai, Tamil Nadu","Strong analytical, data profiling and problem-solving skills;
Transform the logical representation of the model into a physical representation and work with…",,5 days ago
Data Analyst,Dropthought,"Chennai, Tamil Nadu","O Technical expertise regarding data models, database design development, data mining and segmentation techniques.",,30+ days ago
Project Business Analyst,LIFO Technologies,"Chennai, Tamil Nadu","Strong presentation skills and an ability to interpret data and communicate the insights to other team members.
Require ""Product Business Analyst"" immediately*.",,erActive 4 days ago
Business Analyst,Client of P. S International HR Consultants,"Chennai, Tamil Nadu","Analyze market data to determine the ideal customer for a given product.
The candidate should possess 3-6 years of experience managing and providing analytical,…","₹4,00,000 - ₹6,00,000 a year",erActive 13 days ago
Metrics Analyst,NielsenIQ,"Chennai, Tamil Nadu","Deep data analysis for various data sets in validating the logic.
Strong numerical expertise and the ability to transform data into simple business language.",,30+ days ago
Senior Analyst ? Data Services,RealFoundations,"Chennai, Tamil Nadu","Review the critical data points and accountable for data fitness.
Manage information flow from various data providers.
Graduates / Post Graduates in any stream.",,30+ days ago
Business Intelligence Analyst,Learnship,"Chennai, Tamil Nadu","Performing data profiling to identify anomalies and ensure data collection and utilization integrity.
You can transform data into actionable insights.",,27 days ago
Digital Marketing Analyst,TVS CREDIT SERVICES LTD,"Nungambakkam, Chennai, Tamil Nadu","Marketing analyst: 1 year (Required).
Analyzing data and presenting trends, insights and strategic recommendations.
Problem solving and decision-making skills.",,erActive 2 days ago
Quantitative Analyst,DivIni Software Private Limited,"Chennai, Tamil Nadu","\* Ability to work with large and complex data sets.
The Quantitative Analyst will verify analytical outputs of a Multi Asset Class Risk platform and work with…",,er30+ days ago
newGoogle Cloud Data Engineer for IT Data Analytics Team,Techneplus,"Chennai, Tamil Nadu","Act as a subject matter expert in data engineering and GCP data technologies.
Experience with SQL and NoSQL modern data stores.","₹15,00,000 - ₹25,00,000 a year",3 days ago
Business Intelligence Developer,Global We Connect,"Chennai, Tamil Nadu","Job Types: Full-time, Regular / Permanent.
Chennai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Preferred).",,erActive 1 day ago
Sr. SEO Analyst,Enterstellar softwares PVT LTD,"Chennai, Tamil Nadu","Responsibilities; Execute tests, collect and analyze data and results, identify trends and insights in order to achieve maximum ROI in paid search campaigns…","₹8,981 - ₹32,404 a month",erActive 2 days ago
FinOps Analyst (Finance/Capacity Planning/Code Writing),NielsenIQ,"Chennai, Tamil Nadu","Demonstrated skills in one or more of the following areas: data analysis/visualization, forecasting, statistical modeling, DAX, SQL, Python.",,30+ days ago
Power BI,RealFoundations,"Chennai, Tamil Nadu","Working understanding of different data, reporting and analytics tools and how they are leveraged within an organization.
Strong skill set in using PowerBI.",,30+ days ago
"Research Analyst - Chennai or Gurugram, India",Emerging Strategy,"Remote in Chennai, Tamil Nadu","Analytical skills (Doing Exploratory Data Analysis and visual representation of data).
Create implementation of data collection and analysis tools as needed …","₹75,000 - ₹1,00,000 a month",30+ days ago
BI Developer,Learnship,"Chennai, Tamil Nadu","Work with multiple product teams to characterize their data, identify data capture gaps and data quality issues, and promote data capture standards which…",,9 days ago
Data Analyst (Power BI),Rapid Global Business Solutions,"Chennai, Tamil Nadu","Analyze data and present data through reports that aid decision-making.
Understand business requirements and design data models to transform raw data into…",,30+ days ago
Marketing Analyst,ScopeTree Technologies,"Chennai, Tamil Nadu","Excellent interpersonal, communication, and product presentation skills.
A minimum of 1- 2 years of experience in software product marketing.",,30+ days ago
Data Processing Analyst - Core SO,NielsenIQ,"Chennai, Tamil Nadu",Acts as point-of contact between Stat Ops and internal client services / clients to manage E2E operational queries and support to clients.,,30+ days ago
newSr Financial Analyst,NielsenIQ,"Chennai, Tamil Nadu","2+ years data mining experience with API & advanced SQL knowledge.
Analytical skills to collect, coordinate and present sophisticated data to a variety of…",,4 days ago
Data Processing Analyst-OMNI Shopper,NielsenIQ,"Chennai, Tamil Nadu","The Omni data analyst plays a vital role in delivering the core content feeding our Omni products.
As an Omni data analyst, you will validate output back from…",,30+ days ago
CIEL/SEL/20764: Data Analyst,CIEL HR Services,"Chennai, Tamil Nadu",Data Analyst (2+ years) Python - Mandatory Model building (Mandatory) SQL (Mandatory) Power BI (Good to have) Has he worked on supervised learning…,,30+ days ago
Business Analyst,Checktronix India,"Chennai, Tamil Nadu","Exposure to big data and analytics based applications.
Work with subject matter experts and document business requirements using vocabulary used across the…",,30+ days ago
Business Intelligence Analyst,Wiz Teckies,"Chennai, Tamil Nadu","2 to 3 years of development experience in Data Warehouse/Business Intelligence development.
Knowledge in developing ETL/reports/cubes in Microsoft Dynamics.",,30+ days ago
Senior Financial Analyst - Sales Compensation Tool,Freshworks,"Chennai, Tamil Nadu","Ability to accurately process numerical data.
Experience interpreting data analytics to derive business insight and drive business value.",,9 days ago
"Senior Business Analyst, IT (Customer Success & Support)",Freshworks,"Chennai, Tamil Nadu","Manage day to day operation such as supporting L2/L3 tickets and data management inside the CRM.
Freshworks transforms the way world-class organizations…",,30+ days ago
Process Financial Analyst,Applied Data Finance,"Chennai, Tamil Nadu","Strong communication: Ability to present financial data using detailed reports and charts.
Data Analysis: A passion for understanding business questions and…",,30+ days ago
Data Analyst,ACCUMED,"Chennai, Tamil Nadu",Assists with implementation of relevant data into database and resolves any data quality issues by working with team members and stakeholders to identify root…,,14 days ago
Business Analyst,Ideas2IT Technologies,"Chennai, Tamil Nadu","Experience evaluating business processes, anticipating requirements, uncovering areas for improvement, and solutioning.",,30+ days ago
"Senior Business Analyst, IT (Marketing)",Freshworks,"Chennai, Tamil Nadu","Manage day to day operation such as supporting L2/L3 tickets and data management inside the CRM.
Freshworks transforms the way world-class organizations…",,30+ days ago
Analyst - Business Process Automation(Python),Applied Data Finance,"Chennai, Tamil Nadu","Experience in creating DB tables, maintaining data for reports and analysis.
Experience in interpreting data and turning it into analytical reports which can…",,30+ days ago
"Senior Business Analyst, IT (Sales)",Freshworks,"Chennai, Tamil Nadu","Manage day to day operation such as supporting L2/L3 tickets and data management inside the CRM.
Freshworks transforms the way world-class organizations…",,30+ days ago
newPrincipal Software Engineer - Data Analytics,PubMatic,"Temporarily Remote in Chennai, Tamil Nadu",Use various mechanisms established to fetch data from different external data sources and reconcile them with PubMatic’s processed data.,,8 days ago
CIEL/STF/24718: Business Analyst,CIEL HR Services,"Chennai, Tamil Nadu","Analyses business requirements and creates software design for at least one major sub-system.
Develops high-level specifications at the modular sub system.",,30+ days ago
Senior Data Processing Analyst– Core SO,NielsenIQ,"Chennai, Tamil Nadu",Acts as point-of contact between Stat Ops Operations and internal client services / clients to manage E2E operational queries and support to clients.,,30+ days ago
newOpening For Business Analyst - Buyersroad India Pvt Ltd - Ch...,Experience.com,"Chennai, Tamil Nadu","UML diagrams, Use Case Diagram and Activity Diagram, high level data flow diagrams with the support of the architects,;
Experience with UX/CX design is a plus;",,Today
Senior BI Developer,Learnship,"Chennai, Tamil Nadu","Work with multiple product teams to characterize their data, identify data capture gaps and data quality issues, and promote data capture standards which…",,27 days ago
CIEL/SEL/20995: Business Analyst,CIEL HR Services,"Chennai, Tamil Nadu","Evaluate and draw conclusions from data related to customer behavior.
Assisting with the Accessibility & Alt Text business case.",,30+ days ago
CIEL/SEL/24061: SharePoint Business Analyst,CIEL HR Services,"Chennai, Tamil Nadu","5 to 6 years of experience.
SharePoint BA with strong customer relationship skills.
2 to 3 years, Collaboration Migration experience (M365, GSuite, Box, etc.).",,30+ days ago
newData Analyst,A1 Marketing,"Remote in Chennai, Tamil Nadu","Passion to understand data and derive insights.
Collaborate with stakeholders on requirements & prioritization.
Help develop reports and analysis.",,1 day ago
